chrX	6605251	7605250
chrX	7603250	8605250
chrX	8603250	9605250
chrX	9603250	10605250
chrX	10603250	11605250
chrX	11603250	12605250
chrX	12603250	13605250
chrX	13603250	14605250
chrX	14603250	15605250
chrX	15603250	16605250
chrX	16603250	17605250
chrX	17603250	18605250
chrX	18603250	19605250
chrX	19603250	20605250
chrX	20603250	21605250
chrX	21603250	22605250
chrX	22603250	23605250
chrX	23603250	24605250
chrX	24603250	25605250
chrX	25603250	26605250
chrX	26603250	27605250
chrX	27603250	28605250
chrX	28603250	29605250
chrX	29603250	30605250
chrX	30603250	31605250
chrX	31603250	32605250
chrX	32603250	33605250
chrX	33603250	34605250
chrX	34603250	35605250
chrX	35603250	36605250
chrX	36603250	37605250
chrX	37603250	38605250
chrX	38603250	39605250
chrX	39603250	40605250
chrX	40603250	41605250
chrX	41603250	42605250
chrX	42603250	43605250
chrX	43603250	44605250
chrX	44603250	45605250
chrX	45603250	46605250
chrX	46603250	47605250
chrX	47603250	48605250
chrX	48603250	49605250
chrX	49603250	50605250
chrX	50603250	51605250
chrX	51603250	52605250
chrX	52603250	53605250
chrX	53603250	54605250
chrX	54603250	55605250
chrX	55603250	56605250
chrX	56603250	57605250
chrX	57603250	58605250
chrX	58603250	59605250
chrX	59603250	60605250
chrX	60603250	61605250
chrX	61603250	62605250
chrX	62603250	63605250
chrX	63603250	64605250
chrX	64603250	65605250
chrX	65603250	66605250
chrX	66603250	67605250
chrX	67603250	68605250
chrX	68603250	69605250
chrX	69603250	70605250
chrX	70603250	71605250
chrX	71603250	72605250
chrX	72603250	73605250
chrX	73603250	74605250
chrX	74603250	75605250
chrX	75603250	76605250
chrX	76603250	77605250
chrX	77603250	78605250
chrX	78603250	79605250
chrX	79603250	80605250
chrX	80603250	81605250
chrX	81603250	82605250
chrX	82603250	83605250
chrX	83603250	84605250
chrX	84603250	85605250
chrX	85603250	86605250
chrX	86603250	87605250
chrX	87603250	88605250
chrX	88603250	89605250
chrX	89603250	90605250
chrX	90603250	91605250
chrX	91603250	92605250
chrX	92603250	93605250
chrX	93603250	94605250
chrX	94603250	95605250
chrX	95603250	96605250
chrX	96603250	97605250
chrX	97603250	98605250
chrX	98603250	99605250
chrX	99603250	100605250
chrX	100603250	101605250
chrX	101603250	102605250
chrX	102603250	103605250
chrX	103603250	104605250
chrX	104603250	105605250
chrX	105603250	106605250
chrX	106603250	107605250
chrX	107603250	108605250
chrX	108603250	109605250
chrX	109603250	110605250
chrX	110603250	111605250
chrX	111603250	112605250
chrX	112603250	113605250
chrX	113603250	114605250
chrX	114603250	115605250
chrX	115603250	116605250
chrX	116603250	117605250
chrX	117603250	118605250
chrX	118603250	119605250
chrX	119603250	120605250
chrX	120603250	121605250
chrX	121603250	122605250
chrX	122603250	123605250
chrX	123603250	124605250
chrX	124603250	124992030
