chr1	1	1000000
chr1	998000	2000000
chr1	1998000	3000000
chr1	2998000	4000000
chr1	3998000	5000000
chr1	4998000	6000000
chr1	5998000	7000000
chr1	6998000	8000000
chr1	7998000	9000000
chr1	8998000	10000000
chr1	9998000	11000000
chr1	10998000	12000000
chr1	11998000	13000000
chr1	12998000	14000000
chr1	13998000	15000000
chr1	14998000	16000000
chr1	15998000	17000000
chr1	16998000	18000000
chr1	17998000	19000000
chr1	18998000	20000000
chr1	19998000	21000000
chr1	20998000	22000000
chr1	21998000	23000000
chr1	22998000	24000000
chr1	23998000	25000000
chr1	24998000	26000000
chr1	25998000	27000000
chr1	26998000	28000000
chr1	27998000	29000000
chr1	28998000	30000000
chr1	29998000	31000000
chr1	30998000	32000000
chr1	31998000	33000000
chr1	32998000	34000000
chr1	33998000	35000000
chr1	34998000	36000000
chr1	35998000	37000000
chr1	36998000	38000000
chr1	37998000	39000000
chr1	38998000	40000000
chr1	39998000	41000000
chr1	40998000	42000000
chr1	41998000	43000000
chr1	42998000	44000000
chr1	43998000	45000000
chr1	44998000	46000000
chr1	45998000	47000000
chr1	46998000	48000000
chr1	47998000	49000000
chr1	48998000	50000000
chr1	49998000	51000000
chr1	50998000	52000000
chr1	51998000	53000000
chr1	52998000	54000000
chr1	53998000	55000000
chr1	54998000	56000000
chr1	55998000	57000000
chr1	56998000	58000000
chr1	57998000	59000000
chr1	58998000	60000000
chr1	59998000	61000000
chr1	60998000	62000000
chr1	61998000	63000000
chr1	62998000	64000000
chr1	63998000	65000000
chr1	64998000	66000000
chr1	65998000	67000000
chr1	66998000	68000000
chr1	67998000	69000000
chr1	68998000	70000000
chr1	69998000	71000000
chr1	70998000	72000000
chr1	71998000	73000000
chr1	72998000	74000000
chr1	73998000	75000000
chr1	74998000	76000000
chr1	75998000	77000000
chr1	76998000	78000000
chr1	77998000	79000000
chr1	78998000	80000000
chr1	79998000	81000000
chr1	80998000	82000000
chr1	81998000	83000000
chr1	82998000	84000000
chr1	83998000	85000000
chr1	84998000	86000000
chr1	85998000	87000000
chr1	86998000	88000000
chr1	87998000	89000000
chr1	88998000	90000000
chr1	89998000	91000000
chr1	90998000	92000000
chr1	91998000	93000000
chr1	92998000	94000000
chr1	93998000	95000000
chr1	94998000	96000000
chr1	95998000	97000000
chr1	96998000	98000000
chr1	97998000	99000000
chr1	98998000	100000000
chr1	99998000	101000000
chr1	100998000	102000000
chr1	101998000	103000000
chr1	102998000	104000000
chr1	103998000	105000000
chr1	104998000	106000000
chr1	105998000	107000000
chr1	106998000	108000000
chr1	107998000	109000000
chr1	108998000	110000000
chr1	109998000	111000000
chr1	110998000	112000000
chr1	111998000	113000000
chr1	112998000	114000000
chr1	113998000	115000000
chr1	114998000	116000000
chr1	115998000	117000000
chr1	116998000	118000000
chr1	117998000	119000000
chr1	118998000	120000000
chr1	119998000	121000000
chr1	120998000	122000000
chr1	121998000	123000000
chr1	122998000	123556469
chr2	1	1000000
chr2	998000	2000000
chr2	1998000	3000000
chr2	2998000	4000000
chr2	3998000	5000000
chr2	4998000	6000000
chr2	5998000	7000000
chr2	6998000	8000000
chr2	7998000	9000000
chr2	8998000	10000000
chr2	9998000	11000000
chr2	10998000	12000000
chr2	11998000	13000000
chr2	12998000	14000000
chr2	13998000	15000000
chr2	14998000	16000000
chr2	15998000	17000000
chr2	16998000	18000000
chr2	17998000	19000000
chr2	18998000	20000000
chr2	19998000	21000000
chr2	20998000	22000000
chr2	21998000	23000000
chr2	22998000	24000000
chr2	23998000	25000000
chr2	24998000	26000000
chr2	25998000	27000000
chr2	26998000	28000000
chr2	27998000	29000000
chr2	28998000	30000000
chr2	29998000	31000000
chr2	30998000	32000000
chr2	31998000	33000000
chr2	32998000	34000000
chr2	33998000	35000000
chr2	34998000	36000000
chr2	35998000	37000000
chr2	36998000	38000000
chr2	37998000	39000000
chr2	38998000	40000000
chr2	39998000	41000000
chr2	40998000	42000000
chr2	41998000	43000000
chr2	42998000	44000000
chr2	43998000	45000000
chr2	44998000	46000000
chr2	45998000	47000000
chr2	46998000	48000000
chr2	47998000	49000000
chr2	48998000	50000000
chr2	49998000	51000000
chr2	50998000	52000000
chr2	51998000	53000000
chr2	52998000	54000000
chr2	53998000	55000000
chr2	54998000	56000000
chr2	55998000	57000000
chr2	56998000	58000000
chr2	57998000	59000000
chr2	58998000	60000000
chr2	59998000	61000000
chr2	60998000	62000000
chr2	61998000	63000000
chr2	62998000	64000000
chr2	63998000	65000000
chr2	64998000	66000000
chr2	65998000	67000000
chr2	66998000	68000000
chr2	67998000	69000000
chr2	68998000	70000000
chr2	69998000	71000000
chr2	70998000	72000000
chr2	71998000	73000000
chr2	72998000	74000000
chr2	73998000	75000000
chr2	74998000	76000000
chr2	75998000	77000000
chr2	76998000	78000000
chr2	77998000	79000000
chr2	78998000	80000000
chr2	79998000	81000000
chr2	80998000	82000000
chr2	81998000	83000000
chr2	82998000	84000000
chr2	83998000	84979418
chr3	1	1000000
chr3	998000	2000000
chr3	1998000	3000000
chr3	2998000	4000000
chr3	3998000	5000000
chr3	4998000	6000000
chr3	5998000	7000000
chr3	6998000	8000000
chr3	7998000	9000000
chr3	8998000	10000000
chr3	9998000	11000000
chr3	10998000	12000000
chr3	11998000	13000000
chr3	12998000	14000000
chr3	13998000	15000000
chr3	14998000	16000000
chr3	15998000	17000000
chr3	16998000	18000000
chr3	17998000	19000000
chr3	18998000	20000000
chr3	19998000	21000000
chr3	20998000	22000000
chr3	21998000	23000000
chr3	22998000	24000000
chr3	23998000	25000000
chr3	24998000	26000000
chr3	25998000	27000000
chr3	26998000	28000000
chr3	27998000	29000000
chr3	28998000	30000000
chr3	29998000	31000000
chr3	30998000	32000000
chr3	31998000	33000000
chr3	32998000	34000000
chr3	33998000	35000000
chr3	34998000	36000000
chr3	35998000	37000000
chr3	36998000	38000000
chr3	37998000	39000000
chr3	38998000	40000000
chr3	39998000	41000000
chr3	40998000	42000000
chr3	41998000	43000000
chr3	42998000	44000000
chr3	43998000	45000000
chr3	44998000	46000000
chr3	45998000	47000000
chr3	46998000	48000000
chr3	47998000	49000000
chr3	48998000	50000000
chr3	49998000	51000000
chr3	50998000	52000000
chr3	51998000	53000000
chr3	52998000	54000000
chr3	53998000	55000000
chr3	54998000	56000000
chr3	55998000	57000000
chr3	56998000	58000000
chr3	57998000	59000000
chr3	58998000	60000000
chr3	59998000	61000000
chr3	60998000	62000000
chr3	61998000	63000000
chr3	62998000	64000000
chr3	63998000	65000000
chr3	64998000	66000000
chr3	65998000	67000000
chr3	66998000	68000000
chr3	67998000	69000000
chr3	68998000	70000000
chr3	69998000	71000000
chr3	70998000	72000000
chr3	71998000	73000000
chr3	72998000	74000000
chr3	73998000	75000000
chr3	74998000	76000000
chr3	75998000	77000000
chr3	76998000	78000000
chr3	77998000	79000000
chr3	78998000	80000000
chr3	79998000	81000000
chr3	80998000	82000000
chr3	81998000	83000000
chr3	82998000	84000000
chr3	83998000	85000000
chr3	84998000	86000000
chr3	85998000	87000000
chr3	86998000	88000000
chr3	87998000	89000000
chr3	88998000	90000000
chr3	89998000	91000000
chr3	90998000	92000000
chr3	91998000	92479059
chr4	1	1000000
chr4	998000	2000000
chr4	1998000	3000000
chr4	2998000	4000000
chr4	3998000	5000000
chr4	4998000	6000000
chr4	5998000	7000000
chr4	6998000	8000000
chr4	7998000	9000000
chr4	8998000	10000000
chr4	9998000	11000000
chr4	10998000	12000000
chr4	11998000	13000000
chr4	12998000	14000000
chr4	13998000	15000000
chr4	14998000	16000000
chr4	15998000	17000000
chr4	16998000	18000000
chr4	17998000	19000000
chr4	18998000	20000000
chr4	19998000	21000000
chr4	20998000	22000000
chr4	21998000	23000000
chr4	22998000	24000000
chr4	23998000	25000000
chr4	24998000	26000000
chr4	25998000	27000000
chr4	26998000	28000000
chr4	27998000	29000000
chr4	28998000	30000000
chr4	29998000	31000000
chr4	30998000	32000000
chr4	31998000	33000000
chr4	32998000	34000000
chr4	33998000	35000000
chr4	34998000	36000000
chr4	35998000	37000000
chr4	36998000	38000000
chr4	37998000	39000000
chr4	38998000	40000000
chr4	39998000	41000000
chr4	40998000	42000000
chr4	41998000	43000000
chr4	42998000	44000000
chr4	43998000	45000000
chr4	44998000	46000000
chr4	45998000	47000000
chr4	46998000	48000000
chr4	47998000	49000000
chr4	48998000	50000000
chr4	49998000	51000000
